"VoteNumber","SenNumber","SenatorUpper","Vote","Party","GovCoalition","State","FP","Origin","Contentious","PercentYes","IndGov","VoteType","Content","Round"
2007003,"PLS0229/06","MARCO MACIEL","S","PFL/DEM",FALSE,"PE",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","JONAS PINHEIRO","S","PFL/DEM",FALSE,"MT",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","WELLINGTON SALGADO","S","PMDB",TRUE,"MG",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","VALTER PEREIRA","S","PMDB",TRUE,"MS",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","RAIMUNDO COLOMBO","S","PFL/DEM",FALSE,"SC",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","PAULO DUQUE","S","PMDB",TRUE,"RJ",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","ADELMIR SANTANA","S","PFL/DEM",FALSE,"DF",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","EXPEDITO JUNIOR","S","PR",TRUE,"RO",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","NEUTO DE CONTO","S","PMDB",TRUE,"SC",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","JOSE NERY","S","PSOL",FALSE,"PA",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","HERACLITO FORTES","S","PFL/DEM",FALSE,"PI",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","LUCIA VANIA","S","PSDB",FALSE,"GO",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","MAGNO MALTA","S","PR",TRUE,"ES",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","FRANCISCO DORNELLES","S","PP",TRUE,"RJ",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","INACIO ARRUDA","S","PCdoB",TRUE,"CE",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","ROMEU TUMA","S","PFL/DEM",FALSE,"SP",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","MARCONI PERILLO","S","PSDB",FALSE,"GO",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","OSMAR DIAS","S","PDT",FALSE,"PR",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","GARIBALDI ALVES FILHO","S","PMDB",TRUE,"RN",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","FERNANDO COLLOR","S","PTB",TRUE,"AL",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","EDUARDO SUPLICY","S","PT",TRUE,"SP",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","ANTONIO CARLOS VALADARES","S","PSB",TRUE,"SE",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","EPITACIO CAFETEIRA","S","PTB",TRUE,"MA",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","CICERO LUCENA","S","PSDB",FALSE,"PB",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","FLEXA RIBEIRO","S","PSDB",FALSE,"PA",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","ALVARO DIAS","S","PSDB",FALSE,"PR",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","PAPALEO PAES","S","PSDB",FALSE,"AP",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","PRESIDENT LULA","S","PT",TRUE,NA,2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","GERALDO MESQUITA JUNIOR","S","PMDB",TRUE,"AC",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007003,"PLS0229/06","ANTONIO CARLOS MAGALHAES","S","PFL/DEM",FALSE,"BA",2,11,0,98.21428571,"S",1,"Bestows capacity on the organs that audit insurance and pension plans to also audit and check the investments made with the resources of such plans.",2
2007004,"PLS0134/06","ADELMIR SANTANA","S","PFL/DEM",FALSE,"DF",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","EXPEDITO JUNIOR","S","PR",TRUE,"RO",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","PAULO DUQUE","S","PMDB",TRUE,"RJ",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","FLEXA RIBEIRO","S","PSDB",FALSE,"PA",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","WELLINGTON SALGADO","S","PMDB",TRUE,"MG",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","MARCONI PERILLO","S","PSDB",FALSE,"GO",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","GERALDO MESQUITA JUNIOR","S","PMDB",TRUE,"AC",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","JOAO VICENTE CLAUDINO","S","PTB",TRUE,"PI",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","CICERO LUCENA","S","PSDB",FALSE,"PB",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","FERNANDO COLLOR","S","PTB",TRUE,"AL",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","RAIMUNDO COLOMBO","S","PFL/DEM",FALSE,"SC",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","JOSE NERY","S","PSOL",FALSE,"PA",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","JONAS PINHEIRO","S","PFL/DEM",FALSE,"MT",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","MAO SANTA","S","PMDB",TRUE,"PI",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","NEUTO DE CONTO","S","PMDB",TRUE,"SC",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","LEOMAR DE MELO QUINTANILHA","S","PMDB",TRUE,"TO",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","MARIA DO CARMO ALVES","S","PFL/DEM",FALSE,"SE",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","MAGNO MALTA","S","PR",TRUE,"ES",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","ALVARO DIAS","S","PSDB",FALSE,"PR",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","LUCIA VANIA","S","PSDB",FALSE,"GO",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","INACIO ARRUDA","S","PCdoB",TRUE,"CE",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","OSMAR DIAS","S","PDT",FALSE,"PR",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","PAPALEO PAES","S","PSDB",FALSE,"AP",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","PRESIDENT LULA","S","PT",TRUE,NA,2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","ALMEIDA LIMA","S","PMDB",TRUE,"SE",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","AUGUSTO BOTELHO","S","PT",TRUE,"RR",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
2007004,"PLS0134/06","PAULO PAIM","S","PT",TRUE,"RS",2,5,0,98.48484848,"S",1,"Proposes forcing the federal government to invest in public security in a prompt manner, by making it a crime to delay investments or run a surplus of funds destined for this sector.",1
